# Total Phase Data Center(tm) v8.00
# (c) 2005-2025 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Index,m:s.ms.us,Dur,Len,Err,S/P,Addr,Record,Data,ASCII
0,"267","0:03.868.254","13.389.100 ms","128 B","","SP","50","Read Transaction",00 11 01 11 02 11 03 11 04 11 05 11 06 11 07 11 10 13 11 13 12 13 13 13 14 13 15 13 16 13 17 13 20 15 21 15 22 15 23 15 24 15 25 15 26 15 27 15 30 17 31 17 32 17 33 17 34 17 35 17 36 17 37 17 40 19 41 19 42 19 43 19 44 19 45 19 46 19 47 19 50 04 51 04 52 04 53 04 00 00 00 00 00 00 00 00 60 05 61 05 62 05 63 05 64 05 65 05 66 05 67 05 70 07 71 07 72 07 73 07 74 07 75 07 76 07 77 07*,"........................"
0,"268","0:03.896.824","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"269","0:03.897.906","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"270","0:03.898.184","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"271","0:03.899.032","321.800 us","2 B","","SP","50","Write Transaction",7F 22,"."""
0,"272","0:03.899.934","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"273","0:03.900.212","13.389.100 ms","128 B","","SP","50","Read Transaction",00 12 01 12 02 12 03 12 04 12 05 12 06 12 07 12 10 14 11 14 12 14 13 14 14 14 15 14 16 14 17 14 20 16 21 16 22 16 23 16 24 16 25 16 26 16 27 16 30 18 31 18 32 18 33 18 34 18 35 18 36 18 37 18 40 1A 41 1A 42 1A 43 1A 44 1A 45 1A 46 1A 47 1A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 60 06 61 06 62 06 63 06 64 06 65 06 66 06 67 06 70 08 71 08 72 08 73 08 74 08 75 08 76 08 77 08*,"........................"
0,"274","0:03.928.832","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"275","0:03.929.901","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"276","0:03.930.179","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"277","0:03.931.027","321.700 us","2 B","","SP","50","Write Transaction",7F 23,".#"
0,"278","0:03.931.933","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"279","0:03.932.211","13.389.200 ms","128 B","","SP","50","Read Transaction",00 1B 01 1B 02 1B 03 1B 04 1B 05 1B 06 1B 07 1B 10 1C 11 1C 12 1C 13 1C 14 1C 15 1C 16 1C 17 1C 20 1D 21 1D 22 1D 23 1D 24 1D 25 1D 26 1D 27 1D 30 1E 31 1E 32 1E 33 1E 34 1E 35 1E 36 1E 37 1E 40 1F 41 1F 42 1F 43 1F 44 1F 45 1F 46 1F 47 1F 50 20 51 20 52 20 53 20 54 20 55 20 56 20 57 20 60 21 61 21 62 21 63 21 64 21 65 21 66 21 67 21 70 22 71 22 72 22 73 22 74 22 75 22 76 22 77 22*,"........................"
0,"280","0:03.960.833","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"281","0:06.351.997","278.100 us","1 B","","S","50","Write Transaction",09,"."
0,"282","0:06.352.275","218.100 us","1 B","","SP","50","Read Transaction",00*,"."
0,"283","0:06.353.028","278.200 us","1 B","","S","50","Write Transaction",0A,"."
0,"284","0:06.353.306","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"285","0:06.354.219","278.100 us","1 B","","S","50","Write Transaction",0B,"."
0,"286","0:06.354.497","218.100 us","1 B","","SP","50","Read Transaction",00*,"."
0,"287","0:06.355.435","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"288","0:06.355.713","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"289","0:06.356.567","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"290","0:06.357.477","278.200 us","1 B","","S","50","Write Transaction",91,"."
0,"291","0:06.357.755","218.000 us","1 B","","SP","50","Read Transaction",60*,"`"
0,"292","0:06.358.607","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"293","0:06.359.618","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"294","0:06.359.896","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"295","0:06.360.750","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"296","0:06.362.136","278.100 us","1 B","","S","50","Write Transaction",8B,"."
0,"297","0:06.362.414","529.200 us","4 B","","SP","50","Read Transaction",00 00 00 00*,"...."
0,"298","0:06.363.933","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"299","0:06.365.143","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"300","0:06.365.421","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"301","0:06.366.277","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"302","0:06.367.186","278.200 us","1 B","","S","50","Write Transaction",95,"."
0,"303","0:06.367.465","529.100 us","4 B","","SP","50","Read Transaction",00 00 00 00*,"...."
0,"304","0:06.368.974","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"305","0:06.370.110","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"306","0:06.370.388","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"307","0:06.371.238","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"308","0:06.372.143","278.100 us","1 B","","S","50","Write Transaction",8F,"."
0,"309","0:06.372.421","529.100 us","4 B","","SP","50","Read Transaction",00 9A 00 9A*,"...."
0,"310","0:06.373.933","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"311","0:06.376.568","278.200 us","1 B","","S","50","Write Transaction",08,"."
0,"312","0:06.376.846","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"313","0:06.377.754","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"314","0:06.378.032","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"315","0:06.378.882","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"316","0:06.379.787","278.100 us","1 B","","S","50","Write Transaction",9D,"."
0,"317","0:06.380.065","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"318","0:06.380.913","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"319","0:06.381.889","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"320","0:06.382.167","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"321","0:06.383.016","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"322","0:06.383.921","278.100 us","1 B","","S","50","Write Transaction",9E,"."
0,"323","0:06.384.199","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"324","0:06.384.970","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"325","0:06.385.944","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"326","0:06.386.222","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"327","0:06.387.071","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"328","0:06.387.976","278.100 us","1 B","","S","50","Write Transaction",93,"."
0,"329","0:06.388.254","218.100 us","1 B","","SP","50","Read Transaction",00*,"."
0,"330","0:06.388.972","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"331","0:06.389.969","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"332","0:06.390.247","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"333","0:06.391.098","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"334","0:06.392.003","278.100 us","1 B","","S","50","Write Transaction",9D,"."
0,"335","0:06.392.281","218.100 us","1 B","","SP","50","Read Transaction",06*,"."
0,"336","0:06.392.971","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"337","0:06.393.949","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"338","0:06.394.227","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"339","0:06.395.076","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"340","0:06.395.981","278.200 us","1 B","","S","50","Write Transaction",88,"."
0,"341","0:06.396.259","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"342","0:06.396.973","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"343","0:06.397.971","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"344","0:06.398.249","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"345","0:06.399.099","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"346","0:06.400.003","278.200 us","1 B","","S","50","Write Transaction",9D,"."
0,"347","0:06.400.282","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"348","0:06.400.971","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"349","0:06.401.940","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"350","0:06.402.219","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"351","0:06.403.068","321.800 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"352","0:06.403.972","278.100 us","1 B","","S","50","Write Transaction",89,"."
0,"353","0:06.404.250","218.100 us","1 B","","SP","50","Read Transaction",00*,"."
0,"354","0:06.404.965","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"355","0:06.405.960","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"356","0:06.406.238","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"357","0:06.407.092","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"358","0:06.408.001","278.100 us","1 B","","S","50","Write Transaction",9D,"."
0,"359","0:06.408.279","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"360","0:06.408.976","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"361","0:06.409.976","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"362","0:06.410.254","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"363","0:06.411.106","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"364","0:06.412.012","278.100 us","1 B","","S","50","Write Transaction",9E,"."
0,"365","0:06.412.290","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"366","0:06.412.978","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"367","0:06.413.915","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"368","0:06.414.193","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"369","0:06.415.036","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"370","0:06.415.936","278.100 us","1 B","","S","50","Write Transaction",94,"."
0,"371","0:06.416.214","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"372","0:06.416.962","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"373","0:06.418.424","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"374","0:06.418.702","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"375","0:06.419.546","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"376","0:06.420.446","278.200 us","1 B","","S","50","Write Transaction",8E,"."
0,"377","0:06.420.724","218.000 us","1 B","","SP","50","Read Transaction",64*,"d"
0,"378","0:06.421.567","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"379","0:06.422.561","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"380","0:06.422.839","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"381","0:06.423.683","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"382","0:06.424.583","278.200 us","1 B","","S","50","Write Transaction",8E,"."
0,"383","0:06.424.861","218.000 us","1 B","","SP","50","Read Transaction",64*,"d"
0,"384","0:06.425.704","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"385","0:06.426.639","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"386","0:06.426.917","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"387","0:06.427.760","321.700 us","2 B","","SP","50","Write Transaction",7F 2F,"./"
0,"388","0:06.428.660","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"389","0:06.428.938","218.000 us","1 B","","SP","50","Read Transaction",07*,"."
0,"390","0:06.429.780","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"391","0:06.430.715","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"392","0:06.430.993","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"393","0:06.431.837","321.800 us","2 B","","SP","50","Write Transaction",7F 2C,".,"
0,"394","0:06.432.737","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"395","0:06.433.015","13.389.200 ms","128 B","","SP","50","Read Transaction",55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 00 00 00 00 AA AA AA AA AA AA AA AA 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 00 00 00 00 AA AA AA AA AA AA AA AA 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55*,"UUUUUUUUUUUUUUUUUUUUUUUU"
0,"396","0:06.461.162","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"397","0:06.462.153","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"398","0:06.462.431","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"399","0:06.463.278","321.800 us","2 B","","SP","50","Write Transaction",7F 20,". "
0,"400","0:06.464.186","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"401","0:06.464.464","13.389.200 ms","128 B","","SP","50","Read Transaction",00 09 01 09 02 09 03 09 04 09 05 09 06 09 07 09 10 0B 11 0B 12 0B 13 0B 14 0B 15 0B 16 0B 17 0B 20 0D 21 0D 22 0D 23 0D 24 0D 25 0D 26 0D 27 0D 30 0F 31 0F 32 0F 33 0F 34 0F 35 0F 36 0F 37 0F 40 0A 41 0A 42 0A 43 0A 44 0A 45 0A 46 0A 47 0A 50 0C 51 0C 52 0C 53 0C 54 0C 55 0C 56 0C 57 0C 60 0E 61 0E 62 0E 63 0E 64 0E 65 0E 66 0E 67 0E 70 10 71 10 72 10 73 10 74 10 75 10 76 10 77 10*,"........................"
0,"402","0:06.493.155","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"403","0:06.494.316","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"404","0:06.494.594","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"405","0:06.495.447","321.800 us","2 B","","SP","50","Write Transaction",7F 21,".!"
0,"406","0:06.496.357","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"407","0:06.496.635","13.389.100 ms","128 B","","SP","50","Read Transaction",00 11 01 11 02 11 03 11 04 11 05 11 06 11 07 11 10 13 11 13 12 13 13 13 14 13 15 13 16 13 17 13 20 15 21 15 22 15 23 15 24 15 25 15 26 15 27 15 30 17 31 17 32 17 33 17 34 17 35 17 36 17 37 17 40 19 41 19 42 19 43 19 44 19 45 19 46 19 47 19 50 04 51 04 52 04 53 04 00 00 00 00 00 00 00 00 60 05 61 05 62 05 63 05 64 05 65 05 66 05 67 05 70 07 71 07 72 07 73 07 74 07 75 07 76 07 77 07*,"........................"
0,"408","0:06.525.165","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"409","0:06.526.291","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"410","0:06.526.569","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"411","0:06.527.422","321.700 us","2 B","","SP","50","Write Transaction",7F 22,"."""
0,"412","0:06.528.330","278.200 us","1 B","","S","50","Write Transaction",80,"."
0,"413","0:06.528.608","13.389.100 ms","128 B","","SP","50","Read Transaction",00 12 01 12 02 12 03 12 04 12 05 12 06 12 07 12 10 14 11 14 12 14 13 14 14 14 15 14 16 14 17 14 20 16 21 16 22 16 23 16 24 16 25 16 26 16 27 16 30 18 31 18 32 18 33 18 34 18 35 18 36 18 37 18 40 1A 41 1A 42 1A 43 1A 44 1A 45 1A 46 1A 47 1A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 60 06 61 06 62 06 63 06 64 06 65 06 66 06 67 06 70 08 71 08 72 08 73 08 74 08 75 08 76 08 77 08*,"........................"
0,"414","0:06.557.639","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"415","0:06.558.732","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"416","0:06.559.010","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"417","0:06.559.863","321.700 us","2 B","","SP","50","Write Transaction",7F 23,".#"
0,"418","0:06.560.772","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"419","0:06.561.050","13.389.100 ms","128 B","","SP","50","Read Transaction",00 1B 01 1B 02 1B 03 1B 04 1B 05 1B 06 1B 07 1B 10 1C 11 1C 12 1C 13 1C 14 1C 15 1C 16 1C 17 1C 20 1D 21 1D 22 1D 23 1D 24 1D 25 1D 26 1D 27 1D 30 1E 31 1E 32 1E 33 1E 34 1E 35 1E 36 1E 37 1E 40 1F 41 1F 42 1F 43 1F 44 1F 45 1F 46 1F 47 1F 50 20 51 20 52 20 53 20 54 20 55 20 56 20 57 20 60 21 61 21 62 21 63 21 64 21 65 21 66 21 67 21 70 22 71 22 72 22 73 22 74 22 75 22 76 22 77 22*,"........................"
0,"420","0:06.590.078","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"421","0:09.809.262","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"422","0:09.809.541","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"423","0:09.810.391","321.800 us","2 B","","SP","50","Write Transaction",7F 9F,".."
0,"424","0:09.811.296","321.700 us","2 B","","SP","50","Write Transaction",82 00,".."
0,"425","0:09.812.200","321.700 us","2 B","","SP","50","Write Transaction",83 00,".."
0,"426","0:09.813.105","321.700 us","2 B","","SP","50","Write Transaction",84 00,".."
0,"427","0:09.814.009","321.700 us","2 B","","SP","50","Write Transaction",85 FE,".."
0,"428","0:09.814.913","321.700 us","2 B","","SP","50","Write Transaction",86 00,".."
0,"429","0:09.815.818","321.700 us","2 B","","SP","50","Write Transaction",87 00,".."
0,"430","0:09.816.722","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"431","0:09.817.458","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"432","0:09.817.736","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"433","0:09.818.585","321.700 us","2 B","","SP","50","Write Transaction",7F 9F,".."
0,"434","0:09.819.490","321.800 us","2 B","","SP","50","Write Transaction",80 01,".."
0,"435","0:09.820.394","321.800 us","2 B","","SP","50","Write Transaction",81 00,".."
0,"436","0:09.821.299","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"437","0:09.822.264","278.200 us","1 B","","S","50","Write Transaction",25,"%"
0,"438","0:09.822.542","218.000 us","1 B","","SP","50","Read Transaction",01*,"."
0,"439","0:09.823.461","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"440","0:09.823.739","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"441","0:09.824.588","321.700 us","2 B","","SP","50","Write Transaction",7F 9F,".."
0,"442","0:09.825.402","278.200 us","1 B","","S","50","Write Transaction",86,"."
0,"443","0:09.825.680","218.000 us","1 B","","SP","50","Read Transaction",6E*,"n"
0,"444","0:09.826.533","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"445","0:09.827.496","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"446","0:09.827.775","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"447","0:09.828.634","321.700 us","2 B","","SP","50","Write Transaction",7F 9F,".."
0,"448","0:09.829.405","278.200 us","1 B","","S","50","Write Transaction",87,"."
0,"449","0:09.829.683","218.000 us","1 B","","SP","50","Read Transaction",36*,"6"
0,"450","0:09.830.532","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"451","0:09.831.575","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"452","0:09.831.853","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"453","0:09.832.704","321.800 us","2 B","","SP","50","Write Transaction",7F 9F,".."
0,"454","0:09.833.430","278.100 us","1 B","","S","50","Write Transaction",88,"."
0,"455","0:09.833.708","11.522.400 ms","110 B","","SP","50","Read Transaction",03 03 00 46 00 00 00 00 00 00 00 D0 02 00 00 00 00 00 4D 61 72 20 31 30 20 32 30 32 36 20 31 31 3A 31 34 3A 32 35 00 46 00 00 00 00 00 00 00 D0 02 00 00 00 00 00 4D 61 72 20 31 30 20 32 30 32 36 20 31 31 3A 32 32 3A 30 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00*,"...F..............Mar 10"
0,"456","0:09.857.558","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"457","0:09.859.698","278.100 us","1 B","","S","50","Write Transaction",0E,"."
0,"458","0:09.859.976","321.700 us","2 B","","SP","50","Read Transaction",35 61*,"5a"
